French Sentence,English Translation,POS Sequence,Dependency Sequence,Valence,Relative Position
"Les rires sont le plus beau des cadeaux, des bénédictions, des surprises, des miracles et des joies.","Laughter is the most beautiful gift, blessing, surprise, miracle, and joy.",DET NOUN AUX DET ADJ ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"sont-nsubj-rires,sont-cop-sont,sont-obj-cadeaux,cadeaux-det-le plus beau,cadeaux-conj-bénédictions,bénédictions-conj-surprises,surprises-conj-miracles,miracles-conj-joies,cadeaux-case-des,bénédictions-case-des,surprises-case-des,miracles-case-des,joies-case-des,rires-det-les",0.9,2
"C'est un sentiment de bonheur infini, éternel, pur, absolu et divin.","It's a feeling of infinite, eternal, pure, absolute, and divine happiness.",PRON AUX DET NOUN ADP NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"est-nsubj-c',est-cop-est,est-obj-sentiment,sentiment-det-un,sentiment-nmod-bonheur,bonheur-amod-infini,infini-conj-éternel,éternel-conj-pur,pur-conj-absolu,absolu-conj-divin,bonheur-case-de",0.9,2
"La vie est un voyage de découverte, de croissance, de joie, d'amour, de paix et de liberté.","Life is a journey of discovery, growth, joy, love, peace, and freedom.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-vie,est-cop-est,est-obj-voyage,voyage-det-un,voyage-nmod-découverte,découverte-conj-croissance,croissance-conj-joie,joie-conj-amour,amour-conj-paix,paix-conj-liberté,découverte-case-de,croissance-case-de,joie-case-de,amour-case-d',paix-case-de,liberté-case-de,vie-det-la",0.9,2
"Nous sommes reconnaissants pour chaque instant de vie, de paix, de bonheur, d'amour, de liberté et de gratitude.","We are grateful for every moment of life, peace, happiness, love, freedom, and gratitude.",PRON AUX ADJ ADP DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"sommes-nsubj-nous,sommes-cop-sommes,sommes-amod-reconnaissants,reconnaissants-obl-moment,moment-det-chaque,moment-nmod-vie,vie-conj-paix,paix-conj-bonheur,bonheur-conj-amour,amour-conj-liberté,liberté-conj-gratitude,vie-case-de,paix-case-de,bonheur-case-de,amour-case-d',liberté-case-de,gratitude-case-de,moment-case-pour",0.9,2
"Le bonheur est un art de vivre, de partager, de sourire, d'aimer, de célébrer et de rayonner.","Happiness is an art of living, sharing, smiling, loving, celebrating, and radiating.",DET NOUN AUX DET NOUN ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB CCONJ ADP VERB PUNCT,"est-nsubj-bonheur,est-cop-est,est-obj-art,art-det-un,art-nmod-vivre,vivre-conj-partager,partager-conj-sourire,sourire-conj-aimer,aimer-conj-célébrer,célébrer-conj-rayonner,vivre-case-de,partager-case-de,sourire-case-de,aimer-case-d',célébrer-case-de,rayonner-case-de,bonheur-det-le",0.9,2
"Elle chante sa vie avec passion, joie, amour, liberté, espoir, gratitude et sérénité.","She sings her life with passion, joy, love, freedom, hope, gratitude, and serenity.",PRON VERB DET NOUN ADP NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT,"chante-nsubj-elle,chante-obj-vie,vie-det-sa,chante-obl-passion,passion-conj-joie,joie-conj-amour,amour-conj-liberté,liberté-conj-espoir,espoir-conj-gratitude,gratitude-conj-sérénité,passion-case-avec",0.9,2
"Les oiseaux chantent la vie, l'espoir, la paix, l'amour, le bonheur et la liberté.","Birds sing life, hope, peace, love, happiness, and freedom.",DET NOUN VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"chantent-nsubj-oiseaux,chantent-obj-vie,vie-det-la,vie-conj-espoir,espoir-det-l',espoir-conj-paix,paix-det-la,paix-conj-amour,amour-det-l',amour-conj-bonheur,bonheur-det-le,bonheur-conj-liberté,liberté-det-la,oiseaux-det-les",0.9,2
"C'est un moment de pur enchantement, de paix, de bonheur, d'harmonie, d'amour, de liberté et de sérénité.","It's a moment of pure enchantment, peace, happiness, harmony, love, freedom, and serenity.",PRON AUX DET NOUN ADP ADJ NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-c',est-cop-est,est-obj-moment,moment-det-un,moment-nmod-enchantement,enchantement-amod-pur,enchantement-conj-paix,paix-conj-bonheur,bonheur-conj-harmonie,harmonie-conj-amour,amour-conj-liberté,liberté-conj-sérénité,enchantement-case-de,paix-case-de,bonheur-case-de,harmonie-case-d',amour-case-d',liberté-case-de,sérénité-case-de,moment-det-un",0.9,2
"La vie est une symphonie d'harmonie, de joie, d'amour, de paix, de liberté et de bonheur.","Life is a symphony of harmony, joy, love, peace, freedom, and happiness.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-vie,est-cop-est,est-obj-symphonie,symphonie-det-une,symphonie-nmod-harmonie,harmonie-conj-joie,joie-conj-amour,amour-conj-paix,paix-conj-liberté,liberté-conj-bonheur,harmonie-case-d',joie-case-de,amour-case-d',paix-case-de,liberté-case-de,bonheur-case-de,vie-det-la",0.9,2
"Nous sommes remplis d'une joie profonde, durable, sincère, infinie, éternelle, absolue et divine.","We are filled with a deep, lasting, sincere, infinite, eternal, absolute, and divine joy.",PRON AUX VERB ADP DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"sommes-nsubj-nous,sommes-cop-sommes,sommes-amod-remplis,remplis-obl-joie,joie-det-une,joie-amod-profonde,profonde-conj-durable,durable-conj-sincère,sincère-conj-infinie,infinie-conj-éternelle,éternelle-conj-absolue,absolue-conj-divine,joie-case-d'une",0.9,2
"Le bonheur est une fleur qui s'épanouit à chaque instant de vie, de paix, de lumière, d'amour, de liberté et de gratitude.","Happiness is a flower that blooms every moment of life, peace, light, love, freedom, and gratitude.",DET NOUN AUX DET NOUN PRON VERB ADP DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-bonheur,est-cop-est,est-obj-fleur,fleur-det-une,épanouit-nsubj-qui,épanouit-obj-s',épanouit-obl-instant,instant-det-chaque,instant-nmod-vie,vie-conj-paix,paix-conj-lumière,lumière-conj-amour,amour-conj-liberté,liberté-conj-gratitude,vie-case-de,paix-case-de,lumière-case-de,amour-case-d',liberté-case-de,gratitude-case-de,instant-case-à chaque,bonheur-det-le",0.9,2
"Elle danse sous la pluie avec une joie immense, contagieuse, communicative, débordante, pure et sincère.","She dances in the rain with immense, contagious, communicative, overflowing, pure, and sincere joy.",PRON VERB ADP DET NOUN ADP DET NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"danse-nsubj-elle,danse-obl-pluie,pluie-det-la,danse-obl-joie,joie-det-une,joie-amod-immense,immense-conj-contagieuse,contagieuse-conj-communicative,communicative-conj-débordante,débordante-conj-pure,pure-conj-sincère,joie-case-avec une,pluie-case-sous la",0.9,2
"Les cœurs sont remplis de rires, de bonheur, de lumière, de tendresse, d'amour, de paix et de liberté.","Hearts are filled with laughter, happiness, light, tenderness, love, peace, and freedom.",DET NOUN AUX VERB ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"sont-nsubj-cœurs,sont-cop-sont,sont-amod-remplis,remplis-obl-rires,rires-conj-bonheur,bonheur-conj-lumière,lumière-conj-tendresse,tendresse-conj-amour,amour-conj-paix,paix-conj-liberté,rires-case-de,bonheur-case-de,lumière-case-de,tendresse-case-de,amour-case-d',paix-case-de,liberté-case-de,cœurs-det-les",0.9,2
"C'est une belle journée pour partager la joie, l'amour, la paix, le bonheur, la liberté et la gratitude.","It's a beautiful day to share joy, love, peace, happiness, freedom, and gratitude.",PRON AUX DET ADJ NOUN ADP VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"est-nsubj-c',est-cop-est,est-obj-journée,journée-det-une,journée-amod-belle,journée-xcomp-partager,partager-obj-joie,joie-det-la,joie-conj-amour,amour-det-l',amour-conj-paix,paix-det-la,paix-conj-bonheur,bonheur-det-le,bonheur-conj-liberté,liberté-det-la,liberté-conj-gratitude,gratitude-det-la,partager-case-pour",0.9,2
"La vie est un cadeau à offrir, à chérir, à célébrer, à savourer, à partager et à vivre.","Life is a gift to offer, cherish, celebrate, savor, share, and live.",DET NOUN AUX DET NOUN ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB CCONJ ADP VERB PUNCT,"est-nsubj-vie,est-cop-est,est-obj-cadeau,cadeau-det-un,cadeau-xcomp-offrir,offrir-conj-chérir,chérir-conj-célébrer,célébrer-conj-savourer,savourer-conj-partager,partager-conj-vivre,offrir-case-à,chérir-case-à,célébrer-case-à,savourer-case-à,partager-case-à,vivre-case-à,vie-det-la",0.9,2
"Nous sommes reconnaissants pour l'amitié, l'amour, la vie, la paix, le bonheur, la liberté et la sérénité.","We are grateful for friendship, love, life, peace, happiness, freedom, and serenity.",PRON AUX ADJ ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"sommes-nsubj-nous,sommes-cop-sommes,sommes-amod-reconnaissants,reconnaissants-obl-amitié,amitié-det-l',amitié-conj-amour,amour-det-l',amour-conj-vie,vie-det-la,vie-conj-paix,paix-det-la,paix-conj-bonheur,bonheur-det-le,bonheur-conj-liberté,liberté-det-la,liberté-conj-sérénité,sérénité-det-la,amitié-case-pour l'",0.9,2
"Le bonheur est un choix qui transforme la vie, l'âme, le monde, l'univers, l'existence et la réalité.","Happiness is a choice that transforms life, soul, world, universe, existence, and reality.",DET NOUN AUX DET NOUN PRON VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"est-nsubj-bonheur,est-cop-est,est-obj-choix,choix-det-un,transforme-nsubj-qui,transforme-obj-vie,vie-det-la,vie-conj-âme,âme-det-l',âme-conj-monde,monde-det-le,monde-conj-univers,univers-det-l',univers-conj-existence,existence-det-l',existence-conj-réalité,réalité-det-la,bonheur-det-le",0.9,2
"Elle sourit avec le soleil, la lune, les étoiles, le cœur, l'âme, l'esprit et la passion.","She smiles with the sun, the moon, the stars, her heart, her soul, her spirit, and her passion.",PRON VERB ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"sourit-nsubj-elle,sourit-obl-soleil,soleil-det-le,soleil-conj-lune,lune-det-la,lune-conj-étoiles,étoiles-det-les,étoiles-conj-cœur,cœur-det-le,cœur-conj-âme,âme-det-l',âme-conj-esprit,esprit-det-l',esprit-conj-passion,passion-det-la,soleil-case-avec le",0.9,2
"Les moments de rire sont une source de guérison, de bonheur, de lumière, de tendresse, d'amour et de paix.","Moments of laughter are a source of healing, happiness, light, tenderness, love, and peace.",DET NOUN ADP NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"sont-nsubj-moments,moments-nmod-rire,rire-case-de,sont-cop-sont,sont-obj-source,source-det-une,source-nmod-guérison,guérison-conj-bonheur,bonheur-conj-lumière,lumière-conj-tendresse,tendresse-conj-amour,amour-conj-paix,guérison-case-de,bonheur-case-de,lumière-case-de,tendresse-case-de,amour-case-d',paix-case-de,moments-det-les",0.9,2
"C'est une douce sensation de liberté, de paix, de joie, d'amour, d'harmonie et de sérénité.","It's a sweet feeling of freedom, peace, joy, love, harmony, and serenity.",PRON AUX DET ADJ NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-c',est-cop-est,est-obj-sentiment,sentiment-det-un,sentiment-amod-douce,sentiment-nmod-liberté,liberté-conj-paix,paix-conj-joie,joie-conj-amour,amour-conj-harmonie,harmonie-conj-sérénité,liberté-case-de,paix-case-de,joie-case-de,amour-case-d',harmonie-case-d',sérénité-case-de,sentiment-det-un",0.9,2
"La vie est une danse de l'existence, de la joie, de l'amour, de la paix, de la liberté et du bonheur.","Life is a dance of existence, joy, love, peace, freedom, and happiness.",DET NOUN AUX DET NOUN ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"est-nsubj-vie,est-cop-est,est-obj-danse,danse-det-une,danse-nmod-existence,existence-conj-joie,joie-conj-amour,amour-conj-paix,paix-conj-liberté,liberté-conj-bonheur,existence-det-l',existence-case-de l',joie-det-la,joie-case-de la,amour-det-l',amour-case-de l',paix-det-la,paix-case-de la,liberté-det-la,liberté-case-de la,bonheur-case-du,vie-det-la",0.9,2
"Nous sommes comblés par la joie de vivre, de partager, de sourire, d'aimer, de célébrer et de rayonner.","We are filled with the joy of living, sharing, smiling, loving, celebrating, and radiating.",PRON AUX VERB ADP DET NOUN ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB CCONJ ADP VERB PUNCT,"sommes-nsubj-nous,sommes-cop-sommes,sommes-amod-comblés,comblés-obl-joie,joie-det-la,joie-nmod-vivre,vivre-conj-partager,partager-conj-sourire,sourire-conj-aimer,aimer-conj-célébrer,célébrer-conj-rayonner,vivre-case-de,partager-case-de,sourire-case-de,aimer-case-d',célébrer-case-de,rayonner-case-de,joie-case-par la",0.9,2
"Le bonheur est une lumière qui brille en nous, autour de nous, pour nous, avec nous, partout et toujours.","Happiness is a light that shines within us, around us, for us, with us, everywhere, and always.",DET NOUN AUX DET NOUN PRON VERB ADP PRON PUNCT ADV ADP PRON PUNCT ADP PRON PUNCT ADP PRON PUNCT ADV CCONJ ADV PUNCT,"est-nsubj-bonheur,est-cop-est,est-obj-lumière,lumière-det-une,brille-nsubj-qui,brille-obl-nous,brille-obl-nous,brille-obl-nous,brille-obl-nous,brille-advmod-partout,brille-advmod-toujours,nous-case-en,nous-case-autour de,nous-case-pour,nous-case-avec,bonheur-det-le",0.9,2
"Elle danse avec son cœur, son âme, son esprit, son corps, sa passion et sa liberté.","She dances with her heart, soul, spirit, body, passion, and freedom.",PRON VERB ADP DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"danse-nsubj-elle,danse-obl-cœur,cœur-det-son,cœur-conj-âme,âme-det-son,âme-conj-esprit,esprit-det-son,esprit-conj-corps,corps-det-son,corps-conj-passion,passion-det-sa,passion-conj-liberté,liberté-det-sa,cœur-case-avec son",0.9,2
"Les rires sont le plus beau des cadeaux, des bénédictions, des surprises, des miracles, des joies et des trésors.","Laughter is the most beautiful gift, blessing, surprise, miracle, joy, and treasure.",DET NOUN AUX DET ADJ ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN PUNCT ADP DET NOUN CCONJ ADP DET NOUN PUNCT,"sont-nsubj-rires,sont-cop-sont,sont-obj-cadeaux,cadeaux-det-le plus beau,cadeaux-conj-bénédictions,bénédictions-conj-surprises,surprises-conj-miracles,miracles-conj-joies,joies-conj-trésors,cadeaux-case-des,bénédictions-case-des,surprises-case-des,miracles-case-des,joies-case-des,trésors-case-des,rires-det-les",0.9,2
"C'est un sentiment de bonheur infini, éternel, pur, absolu, divin et complet.","It's a feeling of infinite, eternal, pure, absolute, divine, and complete happiness.",PRON AUX DET NOUN ADP NOUN ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ PUNCT ADJ CCONJ ADJ PUNCT,"est-nsubj-c',est-cop-est,est-obj-sentiment,sentiment-det-un,sentiment-nmod-bonheur,bonheur-amod-infini,infini-conj-éternel,éternel-conj-pur,pur-conj-absolu,absolu-conj-divin,divin-conj-complet,bonheur-case-de",0.9,2
"La vie est un voyage de découverte, de croissance, de joie, d'amour, de paix, de liberté et de sérénité.","Life is a journey of discovery, growth, joy, love, peace, freedom, and serenity.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-vie,est-cop-est,est-obj-voyage,voyage-det-un,voyage-nmod-découverte,découverte-conj-croissance,croissance-conj-joie,joie-conj-amour,amour-conj-paix,paix-conj-liberté,liberté-conj-sérénité,découverte-case-de,croissance-case-de,joie-case-de,amour-case-d',paix-case-de,liberté-case-de,sérénité-case-de,vie-det-la",0.9,2
"Nous sommes reconnaissants pour chaque instant de vie, de paix, de bonheur, d'amour, de liberté, de gratitude et de sérénité.","We are grateful for every moment of life, peace, happiness, love, freedom, gratitude, and serenity.",PRON AUX ADJ ADP DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"sommes-nsubj-nous,sommes-cop-sommes,sommes-amod-reconnaissants,reconnaissants-obl-moment,moment-det-chaque,moment-nmod-vie,vie-conj-paix,paix-conj-bonheur,bonheur-conj-amour,amour-conj-liberté,liberté-conj-gratitude,gratitude-conj-sérénité,vie-case-de,paix-case-de,bonheur-case-de,amour-case-d',liberté-case-de,gratitude-case-de,sérénité-case-de,moment-case-pour",0.9,2
"Le bonheur est un art de vivre, de partager, de sourire, d'aimer, de célébrer, de rayonner et de s'épanouir.","Happiness is an art of living, sharing, smiling, loving, celebrating, radiating, and blooming.",DET NOUN AUX DET NOUN ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB PUNCT ADP VERB CCONJ ADP VERB PUNCT,"est-nsubj-bonheur,est-cop-est,est-obj-art,art-det-un,art-nmod-vivre,vivre-conj-partager,partager-conj-sourire,sourire-conj-aimer,aimer-conj-célébrer,célébrer-conj-rayonner,rayonner-conj-s'épanouir,vivre-case-de,partager-case-de,sourire-case-de,aimer-case-d',célébrer-case-de,rayonner-case-de,s'épanouir-case-de,bonheur-det-le",0.9,2
"Elle chante sa vie avec passion, joie, amour, liberté, espoir, gratitude, sérénité et bonheur.","She sings her life with passion, joy, love, freedom, hope, gratitude, serenity, and happiness.",PRON VERB DET NOUN ADP NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN PUNCT NOUN CCONJ NOUN PUNCT,"chante-nsubj-elle,chante-obj-vie,vie-det-sa,chante-obl-passion,passion-conj-joie,joie-conj-amour,amour-conj-liberté,liberté-conj-espoir,espoir-conj-gratitude,gratitude-conj-sérénité,sérénité-conj-bonheur,passion-case-avec",0.9,2
"Les oiseaux chantent la vie, l'espoir, la paix, l'amour, le bonheur, la liberté et l'harmonie.","Birds sing life, hope, peace, love, happiness, freedom, and harmony.",DET NOUN VERB DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN PUNCT DET NOUN CCONJ DET NOUN PUNCT,"chantent-nsubj-oiseaux,chantent-obj-vie,vie-det-la,vie-conj-espoir,espoir-det-l',espoir-conj-paix,paix-det-la,paix-conj-amour,amour-det-l',amour-conj-bonheur,bonheur-det-le,bonheur-conj-liberté,liberté-det-la,liberté-conj-harmonie,harmonie-det-l',oiseaux-det-les",0.9,2
"C'est un moment de pur enchantement, de paix, de bonheur, d'harmonie, d'amour, de liberté, de sérénité et de gratitude.","It's a moment of pure enchantment, peace, happiness, harmony, love, freedom, serenity, and gratitude.",PRON AUX DET NOUN ADP ADJ NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-c',est-cop-est,est-obj-moment,moment-det-un,moment-nmod-enchantement,enchantement-amod-pur,enchantement-conj-paix,paix-conj-bonheur,bonheur-conj-harmonie,harmonie-conj-amour,amour-conj-liberté,liberté-conj-sérénité,sérénité-conj-gratitude,enchantement-case-de,paix-case-de,bonheur-case-de,harmonie-case-d',amour-case-d',liberté-case-de,sérénité-case-de,gratitude-case-de,moment-det-un",0.9,2
"La vie est une symphonie d'harmonie, de joie, d'amour, de paix, de liberté, de bonheur et de sérénité.","Life is a symphony of harmony, joy, love, peace, freedom, happiness, and serenity.",DET NOUN AUX DET NOUN ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN PUNCT ADP NOUN CCONJ ADP NOUN PUNCT,"est-nsubj-vie,est-cop-est,est-obj-symphonie,symphonie-det-une,symphonie-nmod-harmonie,harmonie-conj-joie,joie-conj-amour,amour-conj-paix,paix-conj-liberté,liberté-conj-bonheur,bonheur-conj-sérénité,harmonie-case-d',joie-case-de,amour-case-d',paix-case-de,liberté-case-de,bonheur-case-de,sérénité-case-de,vie-det-la",0.9,2
